Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,EventName,Session,Date
0 days 00:21:13.032000,26.0,55.0,1004.7,False,42.0,238,1.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:22:13.039000,26.0,55.0,1004.7,False,42.3,223,1.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:23:13.036000,26.0,55.0,1004.6,False,42.3,109,1.4,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:24:13.031000,26.1,53.0,1004.7,False,42.6,23,0.4,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:25:13.037000,26.4,53.0,1004.7,False,42.6,34,0.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:26:13.042000,26.5,56.0,1004.7,False,42.1,346,1.0,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:27:13.034000,26.6,59.0,1004.7,False,42.2,111,0.8,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:28:13.038000,26.6,58.0,1004.7,False,42.6,253,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:29:13.048000,26.6,57.0,1004.6,False,42.6,287,0.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:30:13.044000,26.7,58.0,1004.7,False,43.1,206,1.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:31:13.041000,26.8,57.0,1004.5,False,43.3,286,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:32:13.046000,26.9,56.0,1004.5,False,43.0,258,1.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:33:13.034000,26.7,58.0,1004.6,False,43.3,243,0.9,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:34:13.052000,26.5,55.0,1004.6,False,43.7,210,1.4,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:35:13.045000,26.5,55.0,1004.5,False,43.3,292,0.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:36:13.052000,26.6,55.0,1004.6,False,43.3,91,1.1,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:37:13.052000,26.8,56.0,1004.6,False,43.5,227,2.0,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:38:13.052000,26.8,57.0,1004.6,False,42.9,274,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:39:13.058000,26.6,59.0,1004.5,False,43.2,43,0.9,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:40:13.049000,26.5,57.0,1004.6,False,43.2,147,0.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:41:13.050000,26.5,57.0,1004.5,False,43.5,223,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:42:13.059000,26.5,58.0,1004.6,False,43.5,276,1.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:43:13.050000,26.6,58.0,1004.5,False,43.9,75,1.8,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:44:13.050000,26.6,58.0,1004.4,False,44.1,0,1.4,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:45:13.063000,26.8,58.0,1004.5,False,44.4,107,1.4,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:46:13.059000,26.7,58.0,1004.5,False,44.8,110,2.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:47:13.059000,26.5,60.0,1004.4,False,44.6,342,1.8,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:48:13.065000,26.5,60.0,1004.5,False,44.1,120,1.4,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:49:13.053000,26.5,60.0,1004.5,False,44.6,229,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:50:13.057000,26.5,59.0,1004.4,False,45.0,355,0.9,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:51:13.063000,26.5,59.0,1004.4,False,45.0,355,0.9,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:52:13.056000,26.8,59.0,1004.4,False,44.6,249,1.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:53:13.055000,26.8,60.0,1004.5,False,44.4,221,2.1,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:54:13.065000,26.7,61.0,1004.4,False,44.4,282,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:55:13.057000,26.6,62.0,1004.5,False,44.8,249,2.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:56:13.069000,26.4,61.0,1004.5,False,44.3,238,2.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:57:13.064000,26.4,62.0,1004.5,False,44.3,298,1.8,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:58:13.055000,26.4,62.0,1004.5,False,44.3,298,1.8,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:59:13.073000,26.3,61.0,1004.5,False,45.2,266,1.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:00:13.070000,26.2,61.0,1004.5,False,45.1,245,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:01:13.247000,26.3,60.0,1004.5,False,45.1,224,2.0,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:02:13.245000,26.3,61.0,1004.4,False,44.7,241,2.0,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:03:13.251000,26.4,60.0,1004.4,False,45.1,235,2.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:04:13.272000,26.5,60.0,1004.5,False,45.0,289,2.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:05:13.284000,26.5,60.0,1004.5,False,45.0,217,1.6,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:06:13.279000,26.4,60.0,1004.5,False,44.8,231,1.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:07:13.284000,26.5,60.0,1004.5,False,44.4,272,2.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:08:13.284000,26.3,61.0,1004.5,False,44.4,272,2.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:09:13.304000,26.2,61.0,1004.5,False,44.9,232,2.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:10:13.334000,26.3,61.0,1004.5,False,45.2,242,2.2,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:11:13.328000,26.2,60.0,1004.4,False,45.2,238,2.1,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:12:13.352000,26.1,61.0,1004.4,False,45.1,273,2.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:13:13.375000,26.2,61.0,1004.4,False,45.1,248,2.3,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:14:13.367000,26.2,61.0,1004.4,False,45.6,248,2.1,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:15:13.367000,26.3,60.0,1004.4,False,45.7,201,1.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:16:13.374000,26.3,59.0,1004.3,False,46.3,18,1.5,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:17:13.372000,26.3,60.0,1004.4,False,46.0,222,2.0,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:18:13.395000,26.2,61.0,1004.4,False,45.9,243,1.7,10,Spanish Grand Prix,FP3,2024-06-23
0 days 01:19:13.411000,26.3,61.0,1004.3,False,46.1,127,1.9,10,Spanish Grand Prix,FP3,2024-06-23
0 days 00:00:59.407000,24.0,67.0,1003.8,False,37.5,5,0.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:01:59.413000,24.0,68.0,1003.9,False,37.7,162,1.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:02:59.420000,24.1,68.0,1003.8,False,37.9,245,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:03:59.422000,24.2,68.0,1003.8,False,37.7,279,2.5,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:04:59.418000,24.2,68.0,1003.8,False,37.6,284,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:05:59.426000,24.2,69.0,1003.8,False,37.1,0,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:06:59.429000,24.1,68.0,1003.8,False,37.6,311,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:07:59.421000,24.1,68.0,1003.9,False,38.0,290,1.3,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:08:59.421000,24.2,68.0,1003.9,False,38.0,223,1.6,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:09:59.430000,24.4,68.0,1003.8,False,37.6,287,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:10:59.441000,24.4,67.0,1003.9,False,37.6,256,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:11:59.421000,24.4,68.0,1003.8,False,37.5,226,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:12:59.427000,24.3,68.0,1003.8,False,37.4,306,1.6,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:13:59.415000,24.2,68.0,1003.8,False,37.6,305,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:14:59.431000,24.2,69.0,1003.7,False,37.6,184,1.3,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:15:59.427000,24.2,68.0,1003.7,False,37.9,33,0.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:16:59.418000,24.2,68.0,1003.8,False,37.5,225,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:17:59.429000,24.2,68.0,1003.8,False,37.5,264,0.9,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:18:59.425000,24.2,67.0,1003.8,False,37.5,134,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:19:59.430000,24.2,68.0,1003.8,False,37.0,347,0.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:20:59.430000,24.2,68.0,1003.8,False,37.5,332,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:21:59.431000,24.2,68.0,1003.8,False,37.5,122,0.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:22:59.430000,24.2,67.0,1003.7,False,37.5,137,1.3,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:23:59.435000,24.2,67.0,1003.7,False,37.3,106,1.3,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:24:59.433000,24.4,67.0,1003.8,False,37.3,104,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:25:59.438000,24.3,67.0,1003.8,False,37.5,295,1.6,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:26:59.433000,24.3,67.0,1003.8,False,37.3,35,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:27:59.436000,24.1,67.0,1003.7,False,36.9,237,1.5,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:28:59.435000,24.1,68.0,1003.8,False,36.9,268,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:29:59.437000,24.1,68.0,1003.8,False,36.7,263,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:30:59.441000,24.1,68.0,1003.8,False,36.7,221,2.1,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:31:59.441000,24.0,68.0,1003.7,False,36.5,251,1.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:32:59.436000,24.1,69.0,1003.7,False,36.5,150,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:33:59.434000,24.2,68.0,1003.6,False,36.5,313,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:34:59.439000,24.3,67.0,1003.7,False,36.5,285,1.3,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:35:59.440000,24.3,68.0,1003.7,False,36.7,268,1.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:36:59.461000,24.1,68.0,1003.6,False,36.2,234,1.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:37:59.462000,24.0,68.0,1003.7,False,36.2,279,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:38:59.484000,24.1,68.0,1003.6,False,36.0,256,1.6,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:39:59.494000,24.1,68.0,1003.7,False,35.6,253,2.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:40:59.493000,24.0,69.0,1003.6,False,35.6,273,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:41:59.496000,24.0,69.0,1003.6,False,35.6,277,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:42:59.489000,24.0,69.0,1003.6,False,36.1,276,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:43:59.492000,24.0,69.0,1003.6,False,36.1,58,1.1,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:44:59.499000,23.9,69.0,1003.7,False,36.3,12,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:45:59.519000,24.0,68.0,1003.7,False,36.2,69,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:46:59.527000,24.0,68.0,1003.8,False,36.2,119,0.5,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:47:59.527000,24.0,67.0,1003.7,False,36.0,99,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:48:59.540000,24.1,68.0,1003.7,False,35.8,127,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:49:59.550000,24.0,68.0,1003.6,False,36.2,249,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:50:59.543000,24.0,67.0,1003.7,False,35.8,271,1.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:51:59.563000,24.0,68.0,1003.7,False,35.8,269,1.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:52:59.580000,23.9,69.0,1003.7,False,35.6,255,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:53:59.571000,23.9,69.0,1003.7,False,34.8,234,1.6,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:54:59.585000,23.9,69.0,1003.6,False,35.2,137,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:55:59.574000,23.9,69.0,1003.7,False,35.5,88,1.6,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:56:59.579000,23.9,69.0,1003.7,False,35.8,219,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:57:59.579000,24.0,70.0,1003.7,False,35.5,129,0.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:58:59.584000,24.0,69.0,1003.7,False,35.3,245,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:59:59.588000,24.0,69.0,1003.7,False,35.6,273,0.5,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:00:59.583000,23.9,69.0,1003.8,False,35.6,265,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:01:59.583000,24.0,70.0,1003.6,False,35.7,283,1.3,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:02:59.591000,23.9,70.0,1003.6,False,35.5,151,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:03:59.577000,23.9,70.0,1003.6,False,35.6,278,1.9,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:04:59.577000,23.9,70.0,1003.6,False,35.6,96,1.5,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:05:59.586000,23.9,70.0,1003.6,False,36.0,29,1.9,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:06:59.589000,24.0,70.0,1003.7,False,36.3,271,0.8,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:07:59.583000,24.0,70.0,1003.6,False,36.2,67,0.9,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:08:59.585000,24.1,68.0,1003.6,False,36.1,119,1.0,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:09:59.595000,24.0,69.0,1003.6,False,35.7,95,1.5,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:10:59.640000,24.0,69.0,1003.6,False,35.9,118,0.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:11:59.583000,24.0,69.0,1003.6,False,36.0,117,1.4,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:12:59.603000,24.0,69.0,1003.5,False,36.0,0,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:13:59.589000,24.0,69.0,1003.5,False,35.9,120,0.9,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:14:59.588000,24.1,69.0,1003.5,False,36.0,137,1.2,10,Spanish Grand Prix,Q,2024-06-23
0 days 01:15:59.596000,24.2,69.0,1003.5,False,36.0,210,1.7,10,Spanish Grand Prix,Q,2024-06-23
0 days 00:00:20.654000,23.9,63.0,1001.8,False,39.1,244,2.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:01:20.653000,23.9,62.0,1001.7,False,39.1,246,2.4,10,Spanish Grand Prix,R,2024-06-23
0 days 00:02:20.657000,23.9,63.0,1001.8,False,39.9,237,2.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:03:20.675000,24.3,63.0,1001.7,False,40.1,238,3.6,10,Spanish Grand Prix,R,2024-06-23
0 days 00:04:20.663000,24.3,63.0,1001.8,False,40.1,240,3.1,10,Spanish Grand Prix,R,2024-06-23
0 days 00:05:20.658000,24.2,62.0,1001.7,False,40.1,235,4.3,10,Spanish Grand Prix,R,2024-06-23
0 days 00:06:20.668000,24.4,63.0,1001.7,False,40.1,230,3.3,10,Spanish Grand Prix,R,2024-06-23
0 days 00:07:20.679000,24.4,64.0,1001.7,False,40.1,263,2.8,10,Spanish Grand Prix,R,2024-06-23
0 days 00:08:20.678000,24.3,63.0,1001.7,False,40.2,271,2.9,10,Spanish Grand Prix,R,2024-06-23
0 days 00:09:20.696000,24.1,63.0,1001.7,False,40.2,234,2.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:10:20.687000,24.1,64.0,1001.7,False,40.4,244,3.0,10,Spanish Grand Prix,R,2024-06-23
0 days 00:11:20.704000,24.2,63.0,1001.7,False,40.8,257,2.4,10,Spanish Grand Prix,R,2024-06-23
0 days 00:12:20.687000,24.3,64.0,1001.7,False,40.8,250,2.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:13:20.710000,24.2,64.0,1001.7,False,40.8,234,3.4,10,Spanish Grand Prix,R,2024-06-23
0 days 00:14:20.732000,24.2,64.0,1001.7,False,41.7,242,3.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:15:20.729000,24.1,64.0,1001.6,False,41.2,249,2.8,10,Spanish Grand Prix,R,2024-06-23
0 days 00:16:20.744000,24.2,65.0,1001.5,False,40.9,234,3.5,10,Spanish Grand Prix,R,2024-06-23
0 days 00:17:20.749000,24.2,65.0,1001.5,False,40.7,235,3.6,10,Spanish Grand Prix,R,2024-06-23
0 days 00:18:20.746000,24.2,65.0,1001.5,False,40.7,233,3.6,10,Spanish Grand Prix,R,2024-06-23
0 days 00:19:20.748000,24.3,66.0,1001.6,False,41.0,251,3.0,10,Spanish Grand Prix,R,2024-06-23
0 days 00:20:20.767000,24.3,64.0,1001.6,False,41.0,256,3.6,10,Spanish Grand Prix,R,2024-06-23
0 days 00:21:20.763000,24.2,66.0,1001.6,False,40.6,255,2.9,10,Spanish Grand Prix,R,2024-06-23
0 days 00:22:20.749000,24.3,65.0,1001.6,False,40.6,244,3.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:23:20.766000,24.2,65.0,1001.6,False,40.4,238,3.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:24:20.769000,24.1,64.0,1001.6,False,40.4,257,3.1,10,Spanish Grand Prix,R,2024-06-23
0 days 00:25:20.789000,24.0,63.0,1001.7,False,40.3,250,3.1,10,Spanish Grand Prix,R,2024-06-23
0 days 00:26:20.809000,24.0,64.0,1001.6,False,40.5,219,3.1,10,Spanish Grand Prix,R,2024-06-23
0 days 00:27:20.801000,24.2,66.0,1001.6,False,40.9,217,2.2,10,Spanish Grand Prix,R,2024-06-23
0 days 00:28:20.800000,24.3,65.0,1001.6,False,40.9,248,3.8,10,Spanish Grand Prix,R,2024-06-23
0 days 00:29:20.797000,24.2,64.0,1001.6,False,40.4,245,3.6,10,Spanish Grand Prix,R,2024-06-23
0 days 00:30:20.808000,24.0,66.0,1001.6,False,40.3,236,3.7,10,Spanish Grand Prix,R,2024-06-23
0 days 00:31:20.824000,24.0,66.0,1001.6,False,41.3,243,2.2,10,Spanish Grand Prix,R,2024-06-23
0 days 00:32:20.825000,24.0,65.0,1001.6,False,41.3,259,4.5,10,Spanish Grand Prix,R,2024-06-23
0 days 00:33:20.838000,24.0,65.0,1001.6,False,40.5,232,3.9,10,Spanish Grand Prix,R,2024-06-23
0 days 00:34:20.844000,24.0,65.0,1001.5,False,40.5,234,3.5,10,Spanish Grand Prix,R,2024-06-23
0 days 00:35:20.834000,23.9,65.0,1001.5,False,41.5,247,3.0,10,Spanish Grand Prix,R,2024-06-23
0 days 00:36:20.843000,24.0,64.0,1001.5,False,41.6,233,3.5,10,Spanish Grand Prix,R,2024-06-23
